LinkageGroup,SNP,Scaffold,Position,SexAveraged_cM,Female_cM,Male_cM
22,9617,Chr22,3622061,39.945,40.64,39.306
22,9618,Chr22,3652437,40.902,41.598,40.517
22,9620,Chr22,3693265,41.4,42.333,40.517
22,9621,Chr22,3737791,42.549,44.657,40.563
22,9622,Chr22,3839313,44.26,45.192,43.255
22,9623,Chr22,3858406,44.386,45.419,43.255
22,9625,Chr22,3942087,44.832,45.76,43.799
22,9628,Chr22,3953626,44.916,45.76,44.028
22,9638,Chr22,4071863,45.71,46.143,45.299
22,9631,Chr22,4042766,45.873,46.307,45.46
22,9640,Chr22,4084299,46.089,46.401,45.817
22,9641,Chr22,4095447,46.382,46.554,46.196
22,9644,Chr22,4146106,46.94,46.71,47.145
22,9647,Chr22,4212224,47.827,47.467,48.226
22,9646,Chr22,4188977,47.906,47.467,48.397
22,9649,Chr22,4236997,48.729,47.985,49.514
22,9651,Chr22,4271494,49.148,48.027,50.298
22,9652,Chr22,4312084,49.707,48.331,51.237
22,9656,Chr22,4342356,49.883,48.451,51.459
22,9661,Chr22,4478884,50.815,49.487,52.239
22,9664,Chr22,4508522,51.017,49.698,52.428
22,9667,Chr22,4531878,51.227,49.923,52.674
22,9670,Chr22,4591284,51.436,50.297,52.674
22,9672,Chr22,4610719,51.633,50.297,52.942
22,9674,Chr22,4744224,51.806,50.758,52.942
22,9676,Chr22,4788445,52.021,50.911,53.261
22,9683,Chr22,4873138,52.44,51.489,53.515
22,9684,Chr22,4893814,52.533,51.489,53.606
22,9685,Chr22,4897746,52.592,51.644,53.606
22,9688,Chr22,4933326,52.765,51.794,53.813
22,9689,Chr22,4963199,53.003,52.007,54.091
22,9692,Chr22,5084385,53.44,52.584,54.325
23,9708,Chr23,286319,0,0,0
23,9716,Chr23,326752,0.126,0.264,0
23,9720,Chr23,397348,0.181,0.378,0
23,9724,Chr23,427593,0.279,0.579,0
23,9726,Chr23,445082,0.376,0.773,0
23,9734,Chr23,518778,0.657,1.325,0
23,9736,Chr23,544268,0.88,1.78,0
23,9745,Chr23,605161,1.069,2.176,0
23,9743,Chr23,578791,1.069,2.176,0
23,9754,Chr23,713805,1.422,2.879,0
23,9753,Chr23,740700,1.512,3.048,0.079
23,9751,Chr23,812396,2.059,3.582,0.557
23,9748,Chr23,896205,2.293,3.582,0.968
23,9740,Chr23,1036931,3.114,4.448,1.798
23,9728,Chr23,1135415,4.519,5.789,3.274
23,9721,Chr23,1195631,4.83,6.248,3.524
23,9717,Chr23,1253035,5.361,6.248,4.435
23,9705,Chr23,1314469,6.483,6.417,6.567
23,9700,Chr23,1347855,6.827,6.417,7.259
23,9695,Chr23,1446605,7.151,6.417,7.887
23,9697,Chr23,1506830,7.811,6.623,9.084
23,9806,Chr23,1822768,8.207,6.953,9.592
23,9801,Chr23,1797828,8.847,7.139,10.664
23,9808,Chr23,1852368,10.407,7.617,13.329
23,9811,Chr23,1893197,10.59,7.674,13.608
23,9820,Chr23,1940164,10.823,7.674,14.1
23,9825,Chr23,1987011,11.197,7.874,14.631
23,9828,Chr23,2009024,11.283,7.874,14.919
23,9833,Chr23,2038858,11.553,8.086,15.293
23,9840,Chr23,2088528,12.214,8.929,15.344
23,9848,Chr23,2187629,12.91,9.11,16.957
23,9851,Chr23,2202674,13.219,9.443,17.195
23,9854,Chr23,2221265,13.297,9.443,17.35
23,9861,Chr23,2248687,13.619,9.611,17.762
23,9865,Chr23,2265629,13.751,9.611,18.023
23,9866,Chr23,2273667,13.831,9.611,18.178
23,9872,Chr23,2394812,14.815,10.245,19.569
23,9888,Chr23,2527626,15.375,10.564,20.346
23,9886,Chr23,2519520,15.44,10.564,20.493
23,9898,Chr23,2608343,15.914,10.802,21.22
23,9926,Chr23,4028653,16.195,10.898,21.657
23,9931,Chr23,4236994,16.244,10.898,21.756
23,9937,Chr23,4446912,16.464,11.066,22.049
23,9942,Chr23,4573470,16.675,11.239,22.299
23,9943,Chr23,4579339,16.675,11.239,22.299
23,9944,Chr23,4660207,17.019,11.459,22.805
23,9946,Chr23,4704142,17.201,11.705,22.805
23,9951,Chr23,4770884,17.394,11.705,23.202
23,9957,Chr23,4914393,17.935,11.981,24.069
23,9962,Chr23,5010949,18.301,12.245,24.534
23,9963,Chr23,5041205,18.698,12.685,24.859
23,9966,Chr23,5167213,19.35,13.477,25.444
23,9968,Chr23,5182246,19.474,13.727,25.444
23,9972,Chr23,5246734,19.938,14.009,26.051
23,9964,Chr23,5110156,20.236,14.164,26.421
23,9975,Chr23,5327185,20.918,14.329,27.697
23,9974,Chr23,5352447,21.689,14.763,28.817
23,9979,Chr23,5377091,22.246,15.144,29.533
23,9983,Chr23,5444033,23.045,15.445,30.912
23,9981,Chr23,5541535,24.419,16.039,33.011
23,9995,Chr23,5642225,26.477,17.347,35.822
23,9990,Chr23,5659356,26.545,17.428,35.948
23,9992,Chr23,5671590,26.839,17.428,36.52
23,9999,Chr23,5734812,27.633,17.758,37.765
23,10000,Chr23,5756402,27.964,17.889,38.292
23,9925,Chr23,5795039,28.694,18.061,39.543
23,9922,Chr23,5827653,29.207,18.475,40.227
23,9920,Chr23,5839471,29.207,18.475,40.227
23,9917,Chr23,5881060,29.911,18.867,41.29
23,9916,Chr23,5962169,31.715,20.653,43.233
23,9914,Chr23,5992260,32.215,21.387,43.258
23,9913,Chr23,6019906,33.485,22.098,45.071
23,9912,Chr23,6115689,35.259,22.951,47.879
23,9910,Chr23,6146219,36.118,24.093,48.464
23,9907,Chr23,6179546,36.896,24.888,49.283
23,9906,Chr23,6259370,38.643,26.419,51.272
23,9905,Chr23,6304960,39.679,28.199,51.633
23,9903,Chr23,6352028,40.347,29.235,51.741
23,9900,Chr23,6426289,41.207,30.434,52.27
23,9899,Chr23,6430650,41.342,30.71,52.27
23,9892,Chr23,6484100,41.864,31.542,52.489
23,9887,Chr23,6521739,42.493,32.318,52.942
23,9884,Chr23,6537886,42.976,32.95,53.307
23,9882,Chr23,6548417,43.319,33.424,53.501
23,9876,Chr23,6637651,44.507,34.956,54.389
23,9873,Chr23,6649451,44.706,35.377,54.389
23,9871,Chr23,6673510,44.867,35.675,54.389
23,9870,Chr23,6701672,45.262,36.465,54.389
23,9869,Chr23,6737745,45.984,37.796,54.49
23,9867,Chr23,6741641,46.06,37.935,54.49
23,9860,Chr23,6810594,46.735,39.042,54.75
23,9852,Chr23,6835811,46.925,39.408,54.75
23,9850,Chr23,6851578,47.255,39.942,54.89
23,9849,Chr23,6855405,47.255,39.942,54.89
23,9842,Chr23,6953745,47.676,40.703,55.012
23,9839,Chr23,6977075,48.034,41.125,55.272
23,9832,Chr23,7020745,48.179,41.381,55.272
23,9830,Chr23,7026132,48.302,41.651,55.286
23,9826,Chr23,7068684,48.897,42.783,55.354
23,9819,Chr23,7118646,49.119,43.163,55.474
23,9816,Chr23,7134620,49.23,43.163,55.7
23,9809,Chr23,7195267,49.92,44.514,55.7
23,9805,Chr23,7236214,50.471,45.66,55.7
23,9799,Chr23,7283845,51.128,46.839,55.777
23,9798,Chr23,7311543,51.393,47.427,55.777
23,9797,Chr23,7347040,51.84,48.397,55.777
23,9793,Chr23,7468026,52.447,49.357,55.975
23,9792,Chr23,7510457,52.645,49.78,55.975
23,9786,Chr23,7603162,52.893,50.283,55.975
23,9794,Chr23,7441760,53.14,50.777,55.975
23,9784,Chr23,7608174,53.58,51.509,56.051
23,9778,Chr23,7721795,53.826,52.165,56.051
23,9761,Chr23,8005190,53.912,52.341,56.051
24,10002,Chr24,470743,0,0,0
24,10003,Chr24,519363,0.157,0.171,0.12
24,10007,Chr24,604611,0.551,0.92,0.204
24,10004,Chr24,546351,0.551,0.92,0.204
24,10010,Chr24,686005,1.071,1.648,0.509
24,10012,Chr24,723117,1.22,1.795,0.664
24,10015,Chr24,794359,1.445,2.274,0.664
24,10018,Chr24,831579,1.814,2.511,1.072
24,10023,Chr24,905014,2.196,3.492,1.072
24,10027,Chr24,953418,2.365,3.492,1.289
24,10031,Chr24,993566,2.808,4.031,1.597
24,10035,Chr24,1068331,2.854,4.052,1.634
24,10037,Chr24,1101330,2.997,4.38,1.634
24,10041,Chr24,1166589,3.239,4.694,1.819
24,10038,Chr24,1133706,3.287,4.799,1.819
24,10043,Chr24,1200739,3.617,5.108,2.161
24,10045,Chr24,1256765,3.881,5.601,2.161
24,10048,Chr24,1298728,4.256,6.237,2.324
24,10052,Chr24,1314060,4.364,6.492,2.324
24,10056,Chr24,1402836,5.697,8.217,3.236
24,10059,Chr24,1436745,6.056,8.217,3.917
24,10064,Chr24,1466151,6.46,8.688,4.295
24,10062,Chr24,1464800,6.557,8.688,4.44
24,10065,Chr24,1487255,6.849,8.92,4.789
24,10068,Chr24,1506723,7.067,9.055,5.066
24,10070,Chr24,1522815,7.298,9.173,5.427
24,10072,Chr24,1582370,7.924,10.055,5.825
24,10076,Chr24,1662759,8.672,10.156,7.021
24,10077,Chr24,1710149,9.58,11.134,7.971
24,10080,Chr24,1716267,9.641,11.134,8.072
24,10082,Chr24,1731097,9.898,11.592,8.225
24,10084,Chr24,1798310,10.329,12.239,8.482
24,10085,Chr24,1837444,11.467,12.97,10.125
24,10087,Chr24,1900934,12.267,14.106,10.425
24,10088,Chr24,1975807,13.25,15.091,11.443
24,10089,Chr24,2016017,13.637,15.607,11.479
24,10094,Chr24,2050988,13.756,15.607,11.888
24,10099,Chr24,2105484,14.228,16.109,12.387
24,10100,Chr24,2111348,14.812,16.93,12.727
24,10103,Chr24,2211763,15.738,17.826,13.584
24,10107,Chr24,2257042,16.324,18.421,14.208
24,10110,Chr24,2282442,16.535,18.623,14.414
24,10112,Chr24,2310965,16.692,18.765,14.598
24,10114,Chr24,2341944,17.015,19.188,14.767
24,10115,Chr24,2358706,17.269,19.321,15.193
24,10117,Chr24,2420829,18.043,19.978,16.193
24,10119,Chr24,2488473,18.712,20.621,16.703
24,10125,Chr24,2553185,19.752,21.319,18.175
24,10127,Chr24,2636105,20.767,22.512,18.957
24,10128,Chr24,2703225,21.263,22.851,19.78
24,10129,Chr24,2784676,22.239,24.302,20.11
24,10131,Chr24,2800947,22.377,24.302,20.391
24,10139,Chr24,2929785,23.506,25.695,21.12
24,10140,Chr24,2969024,23.79,26.096,21.348
24,10142,Chr24,3090371,25.114,26.692,23.833
24,10143,Chr24,3160063,25.628,27.364,23.833
24,10144,Chr24,3176930,26.012,27.901,24.039
24,10146,Chr24,3226855,26.343,27.901,24.808
24,10147,Chr24,3239344,26.729,28.245,25.159
24,10149,Chr24,3263018,26.97,28.675,25.262
24,10151,Chr24,3279881,27.159,28.675,25.557
24,10152,Chr24,3346523,28.303,30.132,26.439
24,10156,Chr24,3525448,30.559,32.221,28.634
24,10158,Chr24,3616490,31.032,33.211,28.847
24,10160,Chr24,3677997,31.651,33.862,29.382
24,10161,Chr24,3683526,31.838,33.862,29.785
24,10162,Chr24,3724548,32.285,34.261,30.449
24,10163,Chr24,3799760,33.564,36.038,30.615
24,10165,Chr24,3932882,34.116,36.266,31.983
24,10166,Chr24,3951297,34.294,36.544,31.983
24,10169,Chr24,4022512,34.59,36.947,32.164
24,10170,Chr24,4071530,34.843,37.449,32.164
24,10174,Chr24,4127942,35.48,38.254,32.585
24,10175,Chr24,4136271,35.72,38.715,32.585
24,10178,Chr24,4222301,36.346,38.959,33.651
24,10187,Chr24,4483643,36.924,39.315,34.429
24,10190,Chr24,4604376,37.362,39.315,35.425
24,10194,Chr24,4681810,37.56,39.388,35.672
24,10197,Chr24,4758161,37.825,39.388,36.261
24,10196,Chr24,4734546,37.986,39.388,36.579
24,10199,Chr24,4780747,38.188,39.388,37.012
24,10205,Chr24,4905751,38.587,39.576,37.584
24,10208,Chr24,4915896,38.587,39.576,37.584
24,10212,Chr24,5028299,39.102,39.911,38.556
24,10214,Chr24,5067945,39.535,40.502,38.556
24,10217,Chr24,5111263,39.649,40.502,38.774
24,10218,Chr24,5249637,40.431,41.412,39.47
24,10222,Chr24,5362722,41.279,42.422,40.082
24,10224,Chr24,5433873,41.562,42.862,40.223
24,10226,Chr24,5556495,42.416,44.274,40.531
24,10227,Chr24,5596894,42.645,44.779,40.531
24,10229,Chr24,5632098,42.734,44.779,40.682
24,10232,Chr24,5725890,43.132,44.779,41.383
24,10235,Chr24,5773004,43.397,45.087,41.683
24,10236,Chr24,5809412,43.502,45.087,41.927
24,10238,Chr24,5894433,44.2,45.497,42.829
24,10240,Chr24,5999553,45.223,45.83,44.651
24,10249,Chr24,6097433,45.325,45.83,44.866
24,10250,Chr24,6139170,45.826,45.83,45.784
24,10256,Chr24,6222209,46.349,45.83,46.797
24,10255,Chr24,6207695,46.398,45.83,46.897
24,10262,Chr24,6261850,46.667,46.095,47.247
24,10261,Chr24,6261714,46.667,46.095,47.247
24,10272,Chr24,6397907,47.538,46.334,48.75
24,10270,Chr24,6340110,47.538,46.334,48.75
24,10274,Chr24,6418664,47.827,46.334,49.302
24,10277,Chr24,6459235,47.918,46.524,49.302
24,10281,Chr24,6495881,48.347,46.953,49.708
24,10251,Chr24,6600993,48.687,47.54,49.991
24,10283,Chr24,6538182,48.687,47.54,49.991
24,10286,Chr24,6819116,49.873,48.107,51.597
24,10289,Chr24,6902082,50.147,48.852,51.597
24,10290,Chr24,6910085,50.517,48.852,52.167
24,10096,Chr24,7060466,50.517,48.852,52.167
24,10269,Chr24,6338903,55.802,53.79,57.822
25,7625,Chr25,645850,0,0,0
25,7626,Chr25,648742,0.438,0,0.541
25,7630,Chr25,683531,1.438,1.026,1.564
25,7631,Chr25,694958,1.548,1.262,1.564
25,7635,Chr25,736341,2.173,2.281,1.752
25,7634,Chr25,723601,2.277,2.509,1.752
25,7638,Chr25,749405,3.095,3.948,2.039
25,7640,Chr25,849505,4.404,6.413,2.179
25,7643,Chr25,1007674,6.517,9.607,3.233
25,7646,Chr25,1086393,7.392,11.007,3.659
25,7647,Chr25,1091241,7.791,11.57,3.708
25,7650,Chr25,1303750,9.842,13.815,5.737
25,10346,Chr25,1615658,10.295,13.815,6.604
25,10352,Chr25,1525552,10.382,13.815,6.791
25,10350,Chr25,1572155,10.726,13.89,7.423
25,10345,Chr25,1616228,10.726,13.89,7.423
25,10374,Chr25,1656606,10.816,13.89,7.592
25,10373,Chr25,1858513,14.937,19.267,10.595
25,10372,Chr25,1954587,18.706,24.237,12.722
25,55,Chr25,2076509,41.27,39.143,44.119
25,18,Chr25,2220991,46.627,45.568,48.13
25,10371,Chr25,2459084,47.646,46.502,49.199
25,10369,Chr25,2495289,48.299,46.964,50.057
25,10365,Chr25,2531142,48.535,46.964,50.535
25,10362,Chr25,2551046,48.632,47.171,50.535
25,10354,Chr25,2616724,48.983,47.538,50.913
25,10351,Chr25,2661214,49.294,47.872,51.168
25,10348,Chr25,2729574,49.82,47.872,52.229
25,10341,Chr25,2815307,50.763,49.122,52.892
25,10337,Chr25,2826502,50.848,49.279,52.892
25,10333,Chr25,2872888,51.042,49.478,53.109
25,10323,Chr25,2952098,51.694,50.422,53.405
25,10314,Chr25,3039693,51.993,50.769,53.683
25,10318,Chr25,2993538,52.101,50.847,53.872
25,10316,Chr25,3022481,52.316,51.184,53.872
25,10291,Chr25,3120092,52.671,51.632,53.942
25,10294,Chr25,3150432,52.939,51.775,54.616
25,10296,Chr25,3175824,53.062,51.903,54.731
25,10297,Chr25,3184425,53.151,51.989,54.81
25,10301,Chr25,3269634,53.371,52.36,54.81
25,10303,Chr25,3320276,53.589,52.763,54.81
25,10304,Chr25,3322923,53.647,52.763,55.008
25,10322,Chr25,3569076,54.182,53.29,55.543
25,10330,Chr25,3638024,54.182,53.29,55.543
26,10414,Chr26,1262756,0,0,0
26,10422,Chr26,1148955,1.416,2.652,0
26,10415,Chr26,1241758,1.564,2.918,0
26,10406,Chr26,1404393,1.931,3.15,0.494
26,10402,Chr26,1451484,2.115,3.15,0.807
26,10393,Chr26,1531156,2.251,3.275,0.963
26,10397,Chr26,1499060,2.306,3.275,1.102
26,10392,Chr26,1544100,2.455,3.338,1.434
26,10389,Chr26,1634887,2.627,3.542,1.434
26,10386,Chr26,1684597,2.728,3.542,1.724
26,10385,Chr26,1694575,2.728,3.542,1.724
26,10378,Chr26,1745046,2.945,3.611,2.042
26,10377,Chr26,1754673,2.994,3.611,2.148
26,40,Chr26,2065747,3.229,3.793,2.437
26,96,Chr26,2189565,3.375,4.021,2.437
26,103,Chr26,2237197,3.638,4.021,2.952
26,110,Chr26,2256321,3.754,4.225,3.051
26,140,Chr26,2449516,4.457,5.003,3.628
26,152,Chr26,2548236,4.942,5.595,4.059
26,149,Chr26,2533765,5.004,5.69,4.059
26,154,Chr26,2579157,5.302,5.818,4.487
26,156,Chr26,2677048,5.517,6.057,4.794
26,167,Chr26,2751074,5.72,6.057,5.085
26,157,Chr26,2688573,5.72,6.057,5.085
26,170,Chr26,2796925,6.17,6.769,5.211
26,175,Chr26,2846902,6.417,6.769,5.841
26,178,Chr26,2888322,6.757,7.462,5.841
26,179,Chr26,2904825,6.971,7.462,6.229
26,181,Chr26,2925442,7.105,7.749,6.391
26,186,Chr26,3002829,7.522,7.785,6.947
26,191,Chr26,3073502,7.971,8.292,7.382
26,184,Chr26,2960863,8.058,8.292,7.546
26,188,Chr26,3010271,8.264,8.623,7.654
26,192,Chr26,3079693,8.735,9.308,7.954
26,195,Chr26,3089968,8.819,9.308,8.065
26,198,Chr26,3121275,8.908,9.456,8.065
26,202,Chr26,3173993,9.618,10.029,8.954
26,207,Chr26,3193797,9.665,10.136,8.954
26,211,Chr26,3222525,10.012,10.361,9.403
26,213,Chr26,3225265,10.116,10.361,9.639
26,214,Chr26,3283892,10.589,10.565,10.313
26,215,Chr26,3295842,10.805,10.847,10.515
26,217,Chr26,3313580,10.977,10.946,10.804
26,220,Chr26,3372322,11.422,11.289,11.337
26,221,Chr26,3421850,11.749,11.894,11.491
26,225,Chr26,3527228,12.166,11.894,12.138
26,228,Chr26,3591318,12.477,12.315,12.373
26,226,Chr26,3547447,12.572,12.315,12.563
26,233,Chr26,3672117,13.035,12.575,13.15
26,234,Chr26,3703890,13.279,13.038,13.288
26,236,Chr26,3721597,13.638,13.642,13.445
26,240,Chr26,3939851,15.093,14.738,15.268
26,243,Chr26,4020244,15.457,15.384,15.268
26,244,Chr26,4060506,15.649,15.685,15.383
26,246,Chr26,4118378,16.236,16.396,15.858
26,247,Chr26,4168917,16.561,16.846,16.033
26,253,Chr26,4344085,17.872,18.188,17.437
26,254,Chr26,4359228,18.081,18.422,17.586
26,255,Chr26,4363701,18.226,18.666,17.586
26,262,Chr26,4443680,18.633,19.362,17.676
26,259,Chr26,4409977,18.74,19.624,17.676
26,265,Chr26,4485661,19.146,20.283,17.871
26,270,Chr26,4551084,19.499,20.716,18.105
26,275,Chr26,4657652,20.093,21.205,18.779
26,277,Chr26,4680239,20.378,21.639,18.939
26,279,Chr26,4744099,20.956,22.576,19.22
26,283,Chr26,4787026,21.541,23.502,19.42
26,282,Chr26,4776913,21.541,23.502,19.42
26,287,Chr26,4828706,22.313,23.897,20.589
26,293,Chr26,4871094,23.226,24.998,21.321
26,296,Chr26,4977195,24.173,25.657,22.658
26,299,Chr26,5050886,25.329,25.837,24.583
26,301,Chr26,5083136,25.895,26.483,25.098
26,302,Chr26,5109578,26.073,26.483,25.433
26,303,Chr26,5121977,26.394,26.608,25.959
26,305,Chr26,5143543,26.67,26.608,26.534
26,309,Chr26,5176575,27.231,26.746,27.514
26,312,Chr26,5235423,27.811,26.746,28.662
26,314,Chr26,5270214,28.554,27.025,29.862
26,316,Chr26,5281582,28.944,27.391,30.262
26,318,Chr26,5321906,29.608,28.079,30.931
26,321,Chr26,5366255,30.721,29.583,31.711
26,323,Chr26,5390807,31.313,29.928,32.365
26,324,Chr26,5399237,31.649,30.519,32.596
26,325,Chr26,5411023,31.986,31.094,32.73
26,327,Chr26,5437250,32.788,32.126,33.383
26,329,Chr26,5461956,33.236,32.137,34.052
26,332,Chr26,5567624,34.943,33.757,35.908
26,334,Chr26,5586417,35.436,34.514,36.289
26,335,Chr26,5676019,38.261,36.617,39.889
26,336,Chr26,5709504,38.683,36.617,40.634
26,337,Chr26,5804944,39.561,37.058,41.788
26,338,Chr26,5868453,40.047,37.189,42.647
26,342,Chr26,5930063,40.535,37.22,43.981
26,346,Chr26,6041467,41.687,38.465,44.661
26,349,Chr26,6134040,43.054,39.85,46.14
26,348,Chr26,6129589,43.143,39.85,46.272
26,350,Chr26,6145595,43.319,40.192,46.272
26,352,Chr26,6176965,43.74,40.518,46.796
26,356,Chr26,6218890,44.157,40.879,47.301
26,354,Chr26,6210133,44.203,40.879,47.396
26,358,Chr26,6279540,45.415,42.19,48.455
26,361,Chr26,6371970,46.568,43.83,49.167
26,367,Chr26,6448713,46.959,44.204,49.582
26,366,Chr26,6444073,47.038,44.204,49.719
26,369,Chr26,6499416,47.615,44.643,50.288
26,372,Chr26,6533398,47.918,45.224,50.45
26,374,Chr26,6566825,48.219,45.588,50.672
26,378,Chr26,6606427,48.491,46.152,50.672
26,379,Chr26,6625085,48.683,46.415,50.78
26,382,Chr26,6654185,48.952,46.83,50.923
26,380,Chr26,6628521,48.952,46.83,50.923
26,383,Chr26,6795193,50.018,48.039,51.893
26,386,Chr26,6897459,50.314,48.601,51.893
26,392,Chr26,7090894,51.056,49.601,52.43
26,393,Chr26,7119056,51.204,49.917,52.43
26,397,Chr26,7246877,51.545,50.346,52.558
26,403,Chr26,7332713,51.974,51.235,52.558
26,405,Chr26,7347851,51.974,51.235,52.558
26,407,Chr26,7422672,52.214,51.727,52.558
26,409,Chr26,7440751,52.27,51.845,52.558
26,411,Chr26,7458100,52.335,51.97,52.558
26,421,Chr26,7514772,52.335,51.97,52.558
26,424,Chr26,7576651,52.571,52.456,52.631
26,431,Chr26,7884265,52.695,52.456,52.743
26,365,Chr26,6427152,57.589,58.372,56.904
27,10620,Chr27,6371585,0,0,0
27,10441,Chr27,335690,38.934,32.423,76.113
27,10437,Chr27,376042,38.985,32.517,76.113
27,10433,Chr27,454045,39.098,32.73,76.113
27,10432,Chr27,602140,39.361,33.253,76.185
27,10429,Chr27,711800,39.53,33.555,76.185
27,10427,Chr27,832093,41.182,36.754,76.185
27,10456,Chr27,915893,41.634,37.682,76.185
27,10469,Chr27,997649,42.904,40.257,76.185
27,10472,Chr27,1031989,43.245,40.884,76.185
27,10484,Chr27,1100838,44.307,42.898,76.268
27,10491,Chr27,1123326,44.678,43.539,76.268
27,10497,Chr27,1186309,45.021,43.988,76.914
27,10500,Chr27,1292114,48.366,47.56,79.976
27,10501,Chr27,1320069,49.512,49.074,80.592
27,10674,Chr27,1632821,54.5,54.728,85.237
27,10673,Chr27,1803501,59.564,60.041,89.785
27,10664,Chr27,1889363,61.424,60.102,94.036
27,10653,Chr27,1996790,65.56,61.19,100.681
27,10648,Chr27,2054041,66.735,61.726,102.579
27,10639,Chr27,2099892,68.694,63.253,105.059
27,10637,Chr27,2114780,69.156,63.525,106.13
27,10636,Chr27,2115404,70.402,65.209,106.13
27,10519,Chr27,2206578,73.269,68.179,109.697
27,10522,Chr27,2233161,73.832,68.179,110.743
27,10525,Chr27,2270312,74.217,68.684,110.743
27,10528,Chr27,2324332,75.259,69.955,111.631
27,10529,Chr27,2392699,76.477,71.884,111.696
27,10532,Chr27,2461607,76.67,72.109,112.131
27,10533,Chr27,2496884,76.824,72.321,112.131
27,10536,Chr27,2584833,77.925,74.282,112.309
27,10543,Chr27,2650203,78.403,74.877,112.772
27,10545,Chr27,2665746,78.485,75.055,112.772
27,10547,Chr27,2692611,78.74,75.303,112.884
27,10549,Chr27,2751694,78.886,75.627,112.884
27,10550,Chr27,2870022,79.353,75.745,113.9
27,10553,Chr27,2919910,79.569,76.003,113.962
27,10556,Chr27,2939938,79.617,76.083,113.962
27,10558,Chr27,2968510,79.724,76.211,114.076
27,10561,Chr27,3016494,80.084,76.773,114.286
27,10565,Chr27,3053019,80.28,76.773,114.666
27,10568,Chr27,3065950,80.348,76.878,114.666
27,10576,Chr27,3143487,80.616,77.314,114.8
27,10578,Chr27,3161102,80.806,77.591,114.908
27,10581,Chr27,3250628,81.388,78.243,115.407
27,10583,Chr27,3261096,81.49,78.429,115.407
27,10590,Chr27,3340244,81.958,78.997,115.81
27,10591,Chr27,3350483,82.04,78.997,115.947
27,10594,Chr27,3403930,82.264,79.226,116.158
27,10595,Chr27,3424927,82.324,79.315,116.158
27,10597,Chr27,3520280,82.835,79.63,116.872
27,10601,Chr27,4230624,84.394,80.5,119.192
27,10598,Chr27,4165275,84.547,80.865,119.192
27,10451,Chr27,4889037,85.324,80.865,120.61
27,10460,Chr27,4931322,85.509,81.063,120.802
27,10464,Chr27,4944048,85.509,81.063,120.802
27,10468,Chr27,4972740,85.843,81.346,121.203
27,10470,Chr27,5016779,86.161,81.52,121.685
27,10474,Chr27,5065663,86.347,81.618,121.94
27,10482,Chr27,5079774,86.433,81.618,122.094
27,10489,Chr27,5128117,86.571,81.883,122.094
27,10492,Chr27,5147124,86.66,81.883,122.293
27,10496,Chr27,5195925,86.914,82.143,122.579
27,10499,Chr27,5248822,87.148,82.428,122.79
27,10502,Chr27,5338675,87.437,82.692,123.065
27,10511,Chr27,5488290,87.917,82.692,123.906
27,10513,Chr27,5530104,88.112,82.919,124.138
27,10518,Chr27,5598298,88.273,82.919,124.284
27,10671,Chr27,5886164,88.681,83.785,124.532
27,10665,Chr27,5929776,88.828,83.785,124.749
27,10666,Chr27,5927307,88.828,83.785,124.749
27,10662,Chr27,5987324,89.231,84.088,125.293
27,10661,Chr27,6007127,89.64,84.266,125.854
27,10659,Chr27,6015963,89.885,84.521,126.043
27,10652,Chr27,6079228,90.116,84.718,126.392
27,10650,Chr27,6115846,90.385,84.718,126.956
27,10643,Chr27,6183053,90.933,84.718,128.031
27,10633,Chr27,6252925,91.328,84.837,128.716
27,10632,Chr27,6255991,91.497,85.076,128.716
27,10630,Chr27,6268370,91.706,85.076,129.214
27,10619,Chr27,6372356,91.969,85.259,129.553
27,10627,Chr27,6300881,92.044,85.323,129.632
27,10623,Chr27,6357265,92.212,85.452,129.778
27,10616,Chr27,6390787,92.323,85.452,130.001
27,10614,Chr27,6415349,92.501,85.452,130.379
27,10610,Chr27,6491818,92.7,85.655,130.614
27,10603,Chr27,6731743,92.7,85.655,130.614
27,10612,Chr27,6453442,93.889,86.103,132.503
28,10676,Chr28,1105753,0,0,0
28,10683,Chr28,1500729,0.572,0.821,0.303
28,10686,Chr28,1625123,0.811,0.821,0.827
28,10688,Chr28,1668807,1.163,1.238,0.953
28,10691,Chr28,1792399,1.844,1.487,2.133
28,10690,Chr28,1792267,1.901,1.487,2.251
28,10696,Chr28,1921837,2.529,1.87,3.126
28,10698,Chr28,1933387,2.602,1.87,3.24
28,10701,Chr28,2042438,3.478,2.769,4.066
28,10703,Chr28,2127394,4.248,3.688,4.692
28,10704,Chr28,2163854,4.529,3.818,5.145
28,10705,Chr28,2171522,4.647,3.818,5.412
28,10710,Chr28,2232341,5.287,3.934,6.729
28,10712,Chr28,2254821,5.662,4.64,6.729
28,10715,Chr28,2334032,6.496,4.779,8.142
28,10717,Chr28,2386828,7.006,4.863,8.864
28,10719,Chr28,2428357,7.488,5.513,9.426
28,10720,Chr28,2436722,7.488,5.513,9.426
28,10723,Chr28,2497312,7.838,5.923,9.696
28,10730,Chr28,2602031,8.692,6.274,11.163
28,10739,Chr28,2788916,9.937,7.626,12.172
28,10740,Chr28,2808904,9.937,7.626,12.172
28,10742,Chr28,2873350,10.655,7.743,13.591
28,10745,Chr28,2897439,10.78,7.743,13.82
28,10746,Chr28,3006846,11.65,8.184,15.084
28,10748,Chr28,3018678,12.067,8.731,15.392
28,10749,Chr28,3041595,12.489,8.731,16.116
